user_id,gender,age,register_date,city,member_level
u100189,M,36,2024-04-20,Beijing,None
u100190,M,19,2023-10-31,Guangzhou,None
u100191,F,33,2023-07-04,Shenzhen,None
u100192,F,28,2023-09-22,Shanghai,Silver
u100193,F,41,2024-02-18,Nanjing,None
u100194,M,28,2024-02-06,Chongqing,None
u100195,M,40,2023-06-22,Guangzhou,None
u100196,F,27,2024-12-28,Nanjing,None
u100197,F,39,2023-03-24,Nanjing,Gold
u100198,F,48,2024-08-12,Xi'an,None
u100199,F,23,2023-11-18,Shenzhen,Silver
u100200,F,34,2023-12-12,Shenzhen,None
u100201,M,53,2023-03-13,Beijing,None
u100202,M,32,2024-03-26,Hangzhou,Silver
u100203,F,32,2024-10-14,Hangzhou,Silver
u100204,F,38,2023-07-27,Nanjing,Silver
u100205,M,32,2023-12-08,Xi'an,None
u100206,M,18,2023-02-02,Chongqing,Silver
u100207,F,41,2024-01-17,Chongqing,None
u100208,M,18,2024-01-21,Chongqing,None
u100209,M,28,2023-04-19,Xi'an,None
u100210,F,41,2023-06-11,Chengdu,None
u100211,F,29,2023-01-16,Shanghai,Silver
u100212,F,26,2023-01-14,Beijing,None
u100213,M,39,2023-09-03,Shanghai,Silver
u100214,F,25,2023-02-15,Shanghai,Silver
u100215,M,22,2024-09-16,Beijing,None
u100216,M,34,2024-07-08,Wuhan,None
u100217,F,30,2024-02-06,Guangzhou,Silver
u100218,F,22,2023-02-17,Chongqing,None
u100219,F,37,2024-12-04,Chongqing,None
u100220,F,35,2024-02-14,Wuhan,None
u100221,F,29,2024-12-14,Hangzhou,Gold
u100222,M,29,2024-03-29,Beijing,None
u100223,M,35,2023-05-22,Nanjing,None
u100224,M,41,2024-03-25,Guangzhou,Silver
u100225,M,29,2023-07-08,Xi'an,None
u100226,F,37,2024-04-01,Xi'an,None
u100227,M,36,2023-04-26,Shenzhen,Platinum
u100228,F,39,2024-05-28,Shanghai,Silver
u100229,F,32,2023-01-13,Chongqing,Silver
u100230,F,24,2023-10-04,Xi'an,None
u100231,F,28,2023-09-09,Chengdu,None
u100232,F,34,2023-08-16,Wuhan,None
u100233,F,46,2023-05-26,Xi'an,None
u100234,M,28,2023-08-05,Beijing,None
u100235,F,38,2023-10-21,Guangzhou,None
u100236,M,29,2023-10-08,Nanjing,Silver
u100237,M,32,2023-06-15,Shanghai,Silver
u100238,F,44,2023-05-23,Shenzhen,None
u100239,M,38,2024-05-12,Shenzhen,None
u100240,F,22,2024-04-28,Nanjing,None
u100241,F,27,2024-02-17,Shanghai,None
u100242,F,42,2023-04-07,Wuhan,Gold
u100243,M,33,2024-12-04,Wuhan,None
u100244,M,22,2023-10-15,Hangzhou,Silver
u100245,F,25,2024-07-08,Shenzhen,None
u100246,M,37,2023-09-26,Shanghai,Silver
u100247,F,39,2023-07-28,Guangzhou,None
u100248,F,32,2024-06-20,Guangzhou,None
u100249,F,51,2023-11-01,Guangzhou,Silver
u100250,M,38,2023-03-29,Shenzhen,None
u100251,M,30,2023-04-30,Nanjing,None
u100252,F,25,2023-08-13,Xi'an,None
u100253,M,24,2023-05-16,Chongqing,None
u100254,M,34,2024-12-23,Shenzhen,Silver
u100255,F,28,2024-01-17,Nanjing,Silver
u100256,F,45,2023-01-11,Chongqing,None
u100257,F,43,2024-03-14,Hangzhou,Silver
u100258,F,37,2023-01-10,Chongqing,None
u100259,M,22,2023-11-11,Xi'an,None
u100260,F,26,2023-03-06,Wuhan,Platinum
u100261,Unknown,42,2024-08-14,Shanghai,None
u100262,M,27,2024-04-12,Guangzhou,None
u100263,F,40,2024-08-26,Hangzhou,None
u100264,F,35,2024-10-06,Chengdu,None
u100265,F,32,2024-09-15,Shanghai,None
u100266,F,26,2023-07-14,Shanghai,None
u100267,F,31,2024-02-18,Chengdu,None
u100268,M,33,2024-08-21,Chengdu,None
u100269,M,40,2024-11-04,Beijing,None
u100270,F,24,2023-01-01,Chongqing,None
u100271,F,29,2024-01-03,Guangzhou,None
u100272,F,32,2024-09-22,Xi'an,Gold
u100273,F,37,2024-01-11,Chongqing,Silver
u100274,F,24,2023-07-10,Guangzhou,None
u100275,F,21,2023-10-17,Hangzhou,None
u100276,F,37,2024-09-19,Hangzhou,Gold
u100277,F,19,2023-07-18,Shanghai,None
u100278,F,42,2023-08-23,Nanjing,None
u100279,F,30,2023-08-18,Xi'an,None
u100280,F,19,2023-08-14,Xi'an,Silver
u100281,M,28,2024-03-05,Wuhan,Silver
u100282,M,35,2023-07-15,Chengdu,None
u100283,M,27,2024-04-11,Wuhan,Gold
u100284,F,32,2024-03-16,Xi'an,None
u100285,M,37,2023-06-06,Beijing,None
u100286,M,30,2024-04-26,Beijing,None
u100287,F,24,2023-12-20,Chengdu,Silver
u100288,M,29,2024-11-15,Nanjing,None
u100289,F,43,2024-06-16,Xi'an,Silver
u100290,M,45,2024-05-22,Xi'an,Silver
u100291,M,18,2024-02-09,Guangzhou,Silver
u100292,F,40,2024-11-30,Beijing,None
u100293,M,34,2023-10-16,Guangzhou,Gold
u100294,M,39,2024-11-09,Wuhan,Silver
u100295,F,27,2024-12-02,Nanjing,Silver
u100296,F,18,2023-03-31,Chengdu,Silver
u100297,M,36,2024-01-17,Chongqing,None
u100298,F,24,2023-10-28,Xi'an,Silver
u100299,M,20,2024-03-17,Shenzhen,None
u100300,M,21,2024-05-16,Hangzhou,None
u100301,F,36,2024-08-07,Chengdu,Silver
u100302,F,33,2024-08-16,Hangzhou,Silver
u100303,F,38,2024-01-20,Shenzhen,None
u100304,F,37,2024-06-06,Guangzhou,None
u100305,F,28,2024-05-16,Chengdu,None
u100306,F,31,2023-09-06,Chengdu,Silver
u100307,M,27,2024-11-02,Shanghai,None
u100308,F,30,2024-09-10,Chongqing,None
u100309,M,24,2023-04-01,Shenzhen,Silver
u100310,M,35,2024-12-16,Guangzhou,None
u100311,M,40,2024-01-29,Nanjing,Gold
u100312,M,25,2023-12-24,Chengdu,None
u100313,F,42,2023-05-29,Hangzhou,None
u100314,F,32,2024-04-19,Nanjing,None
u100315,F,33,2024-11-08,Shanghai,None
u100316,M,18,2024-09-19,Chongqing,None
u100317,M,18,2024-03-17,Shenzhen,Silver
u100318,M,33,2023-01-08,Hangzhou,None
u100319,M,38,2023-08-17,Guangzhou,None
u100320,F,26,2023-03-11,Hangzhou,Gold
u100321,F,45,2024-12-03,Chongqing,None
u100322,F,37,2024-11-04,Beijing,Gold
u100323,M,24,2024-11-19,Wuhan,None
u100324,F,32,2023-02-09,Chongqing,Silver
u100325,F,51,2023-01-29,Chengdu,Gold
u100326,F,22,2024-06-04,Beijing,Gold
u100327,F,36,2023-10-04,Chongqing,None
u100328,M,29,2023-10-15,Chongqing,None
u100329,M,37,2024-08-06,Beijing,Gold
u100330,M,42,2023-07-02,Chongqing,None
u100331,F,28,2024-06-05,Guangzhou,None
u100332,M,40,2024-11-19,Hangzhou,None
u100333,M,49,2024-08-21,Shanghai,Platinum
u100334,M,32,2023-03-25,Wuhan,None
u100335,M,38,2024-02-01,Chongqing,None
u100336,F,27,2023-03-27,Nanjing,None
u100337,F,32,2023-10-24,Shanghai,None
u100338,M,30,2024-12-19,Beijing,None
u100339,M,38,2023-10-14,Nanjing,None
u100340,F,41,2023-04-19,Nanjing,None
u100341,M,31,2024-06-27,Guangzhou,Gold
u100342,M,44,2023-01-13,Chongqing,None
u100343,M,44,2024-01-12,Wuhan,None
u100344,M,38,2024-02-13,Wuhan,None
u100345,F,27,2024-12-25,Chengdu,None
u100346,F,27,2024-09-21,Nanjing,Silver
u100347,M,25,2024-09-09,Guangzhou,None
u100348,M,39,2023-01-15,Hangzhou,Silver
u100349,F,22,2024-12-25,Guangzhou,None
u100350,F,37,2023-07-07,Xi'an,Platinum
u100351,F,23,2023-08-22,Nanjing,None
u100352,F,38,2024-04-02,Beijing,None
u100353,M,32,2024-12-25,Wuhan,None
u100354,M,42,2023-05-25,Xi'an,None
u100355,F,41,2024-05-31,Chongqing,Silver
u100356,M,43,2023-05-21,Shanghai,None
u100357,F,43,2024-06-16,Beijing,Silver
u100358,F,33,2024-09-20,Shenzhen,None
u100359,F,22,2023-04-25,Xi'an,Silver
u100360,M,23,2023-02-13,Hangzhou,Silver
u100361,F,18,2023-07-23,Chongqing,None
u100362,M,23,2024-04-17,Wuhan,None
u100363,F,32,2023-11-05,Nanjing,Gold
u100364,F,27,2023-11-18,Chengdu,None
u100365,M,30,2024-02-09,Chengdu,None
u100366,F,35,2023-12-27,Hangzhou,None
u100367,F,29,2023-05-06,Hangzhou,Silver
u100368,M,23,2023-04-30,Chengdu,Silver
u100369,M,31,2023-08-02,Wuhan,None
u100370,M,24,2023-11-07,Guangzhou,None
u100371,M,29,2024-10-03,Xi'an,Platinum
u100372,M,42,2024-08-28,Chengdu,Silver
u100373,F,29,2023-03-06,Xi'an,None
u100374,M,46,2024-01-01,Chengdu,None
u100375,M,43,2023-07-24,Guangzhou,Platinum
u100376,F,27,2023-07-06,Xi'an,None
u100377,M,23,2024-12-24,Shanghai,None
u100378,F,31,2024-12-03,Chengdu,None
u100379,M,41,2023-09-18,Guangzhou,None
u100380,M,28,2023-03-31,Nanjing,Gold
u100381,F,39,2024-01-28,Shenzhen,None
u100382,F,41,2023-05-30,Wuhan,Silver
u100383,F,25,2024-02-16,Beijing,Gold
u100384,F,26,2024-03-19,Chengdu,None
u100385,F,37,2023-05-20,Wuhan,None
u100386,M,33,2023-10-20,Shanghai,Gold
u100387,M,26,2024-04-10,Hangzhou,None
u100388,F,29,2024-09-22,Nanjing,Silver
u100389,F,31,2023-09-04,Hangzhou,Silver
u100390,Unknown,19,2023-04-08,Chongqing,None
u100391,M,38,2023-06-19,Guangzhou,Silver
u100392,M,28,2023-11-06,Hangzhou,Silver
u100393,F,18,2024-03-01,Nanjing,Gold
u100394,M,31,2023-03-08,Guangzhou,Silver
u100395,F,26,2023-02-25,Chongqing,None
u100396,F,45,2024-07-11,Shanghai,None
u100397,M,27,2024-05-31,Guangzhou,Gold
u100398,F,23,2024-07-21,Beijing,None
u100399,F,36,2023-05-31,Nanjing,None
u100400,M,26,2023-11-14,Shenzhen,Silver
u100401,F,25,2023-05-21,Guangzhou,None
u100402,F,36,2023-11-11,Hangzhou,Silver
u100403,F,23,2023-01-06,Guangzhou,Gold
u100404,M,20,2023-07-08,Chongqing,Silver
u100405,F,45,2023-11-13,Guangzhou,None
u100406,M,36,2024-11-15,Xi'an,None
u100407,M,29,2024-08-27,Shanghai,None
u100408,F,31,2024-06-07,Chengdu,None
u100409,M,36,2023-06-12,Chongqing,Gold
u100410,M,39,2024-01-03,Chongqing,None
u100411,F,25,2024-05-31,Shanghai,None
u100412,F,34,2023-03-07,Hangzhou,Silver
u100413,F,27,2024-12-15,Shenzhen,Gold
u100414,F,30,2023-11-20,Nanjing,None
u100415,M,33,2023-07-12,Beijing,Silver
u100416,M,31,2023-12-31,Wuhan,None
u100417,M,37,2024-01-05,Shanghai,None
u100418,F,35,2023-12-02,Shenzhen,None
u100419,F,19,2024-07-31,Nanjing,Gold
u100420,F,21,2024-11-11,Wuhan,Gold
u100421,F,29,2024-10-28,Xi'an,Silver
u100422,M,46,2024-08-10,Chengdu,None
u100423,F,25,2023-05-13,Xi'an,Gold
u100424,M,30,2023-05-21,Xi'an,None
u100425,F,27,2023-12-02,Guangzhou,None
u100426,M,27,2024-05-13,Nanjing,Silver
u100427,F,33,2024-10-10,Wuhan,Silver
u100428,M,43,2023-06-25,Beijing,None
u100429,M,35,2023-02-05,Chongqing,None
u100430,M,25,2023-05-23,Chengdu,None
u100431,F,54,2024-10-10,Beijing,None
u100432,F,32,2024-06-11,Guangzhou,Silver
u100433,M,27,2024-05-18,Shanghai,None
u100434,M,43,2023-01-06,Shanghai,Gold
u100435,F,28,2024-08-06,Shenzhen,None
u100436,M,45,2024-11-03,Chengdu,Gold
u100437,F,25,2023-08-12,Beijing,None
u100438,F,43,2023-12-22,Hangzhou,Silver
u100439,M,33,2023-02-05,Chengdu,None
u100440,M,42,2024-06-29,Shenzhen,None
u100441,Unknown,47,2024-06-08,Hangzhou,Silver
u100442,M,22,2024-12-14,Shanghai,Silver
u100443,M,42,2023-02-26,Wuhan,None
u100444,F,20,2023-01-07,Hangzhou,Silver
u100445,F,23,2024-03-18,Guangzhou,None
u100446,Unknown,25,2023-11-11,Shenzhen,Silver
u100447,F,36,2023-04-21,Shanghai,Silver
u100448,M,32,2023-04-26,Shenzhen,Gold
u100449,M,30,2023-11-03,Xi'an,None
u100450,F,33,2024-10-28,Shenzhen,None
u100451,F,36,2024-12-18,Wuhan,Silver
u100452,M,37,2023-11-06,Guangzhou,Silver
u100453,F,40,2023-04-04,Chengdu,None
u100454,M,46,2023-07-11,Shanghai,None
u100455,F,31,2023-10-06,Xi'an,Silver
u100456,M,27,2024-07-13,Xi'an,Silver
u100457,M,36,2023-02-24,Chongqing,None
u100458,M,22,2023-01-17,Nanjing,Silver
u100459,M,26,2023-12-01,Shanghai,None
u100460,M,39,2023-03-03,Shenzhen,None
u100461,F,31,2024-09-28,Hangzhou,Silver
u100462,F,22,2024-07-26,Xi'an,None
u100463,F,20,2024-07-09,Hangzhou,None
u100464,F,32,2023-11-23,Shenzhen,Gold
u100465,M,41,2023-05-08,Beijing,Platinum
u100466,M,41,2024-05-14,Nanjing,None
u100467,F,32,2023-09-16,Nanjing,None
u100468,M,48,2024-12-13,Hangzhou,Silver
u100469,F,31,2024-09-15,Guangzhou,None
u100470,M,30,2024-02-14,Chengdu,None
u100471,F,18,2023-05-23,Nanjing,None
u100472,M,28,2024-02-01,Hangzhou,Silver
u100473,F,38,2024-12-19,Nanjing,None
u100474,F,44,2023-12-25,Chengdu,Silver
u100475,Unknown,25,2024-10-13,Beijing,None
u100476,M,35,2023-11-15,Chongqing,None
u100477,F,40,2024-10-09,Chengdu,Gold
u100478,F,32,2024-12-12,Shanghai,Silver
u100479,F,18,2023-10-05,Chongqing,Silver
u100480,F,33,2024-10-13,Chongqing,None
u100481,F,38,2024-10-23,Shanghai,Silver
u100482,M,24,2023-04-01,Shenzhen,None
u100483,F,29,2024-11-28,Hangzhou,Gold
u100484,F,22,2023-03-23,Chengdu,None
u100485,F,18,2023-01-19,Nanjing,Silver
u100486,M,40,2024-01-14,Chongqing,None
u100487,M,31,2024-10-06,Wuhan,None
u100488,F,44,2024-01-04,Chongqing,Silver
u100489,F,38,2024-11-11,Beijing,None
u100490,M,29,2024-04-02,Wuhan,None
u100491,F,31,2023-01-19,Guangzhou,Silver
u100492,M,36,2023-09-10,Chongqing,None
u100493,M,39,2023-12-30,Chongqing,None
u100494,M,34,2023-07-12,Shanghai,None
u100495,M,40,2023-10-05,Shanghai,None
u100496,F,29,2024-10-18,Chengdu,None
u100497,M,24,2023-02-04,Shanghai,None
u100498,F,31,2024-11-09,Shenzhen,None
u100499,Unknown,33,2023-09-01,Guangzhou,None
u100500,F,22,2024-08-07,Wuhan,Silver
u100501,F,21,2024-10-06,Xi'an,None
u100502,M,35,2023-03-14,Hangzhou,Silver
u100503,F,28,2024-09-18,Shenzhen,None
u100504,F,30,2023-09-24,Shanghai,Gold
u100505,M,29,2023-11-30,Wuhan,None
u100506,F,44,2024-09-13,Guangzhou,None
u100507,F,42,2023-06-17,Shanghai,None
u100508,F,22,2024-12-28,Shenzhen,None
u100509,F,27,2023-12-06,Shanghai,Gold
u100510,F,38,2023-04-07,Guangzhou,None
u100511,M,36,2024-08-14,Xi'an,None
u100512,F,31,2024-12-29,Nanjing,None
u100513,F,22,2024-11-28,Beijing,Silver
u100514,M,26,2023-03-05,Chongqing,Silver
u100515,M,27,2024-08-01,Chengdu,Silver
u100516,M,34,2023-04-06,Chengdu,Silver
u100517,F,45,2024-06-29,Xi'an,Platinum
u100518,Unknown,26,2024-01-04,Beijing,Silver
u100519,M,23,2023-12-11,Beijing,None
u100520,F,31,2024-03-17,Chongqing,None
u100521,M,40,2024-03-26,Nanjing,None
u100522,F,20,2023-08-22,Nanjing,None
u100523,F,43,2024-11-05,Wuhan,None
u100524,F,30,2023-06-06,Shenzhen,None
u100525,M,26,2023-01-28,Nanjing,None
u100526,M,19,2024-04-16,Hangzhou,None
u100527,M,37,2024-08-03,Beijing,None
u100528,M,30,2024-04-02,Shanghai,Gold
u100529,F,33,2023-12-04,Wuhan,None
u100530,F,24,2024-02-26,Hangzhou,Silver
u100531,Unknown,29,2024-01-10,Nanjing,None
u100532,Unknown,28,2024-10-10,Wuhan,None
u100533,F,31,2024-09-15,Chengdu,None
u100534,F,26,2023-10-26,Chengdu,None
u100535,F,19,2023-01-25,Shanghai,None
u100536,F,53,2024-08-28,Shenzhen,None
u100537,M,21,2023-03-07,Shanghai,None
u100538,M,33,2024-06-12,Nanjing,Silver
u100539,M,18,2024-09-12,Xi'an,Silver
u100540,F,18,2024-01-26,Shanghai,Silver
u100541,F,32,2023-10-05,Shenzhen,None
u100542,M,33,2023-01-10,Wuhan,None
u100543,F,42,2023-12-12,Xi'an,None
u100544,F,35,2023-05-21,Shenzhen,None
u100545,M,30,2023-01-28,Wuhan,Silver
u100546,M,24,2023-04-10,Nanjing,None
u100547,F,43,2023-07-06,Chengdu,None
u100548,F,39,2024-01-28,Shenzhen,Silver
u100549,F,22,2024-12-20,Hangzhou,Platinum
u100550,F,32,2023-11-07,Hangzhou,Silver
u100551,F,33,2023-09-18,Shanghai,None
u100552,F,29,2023-03-10,Guangzhou,Gold
u100553,F,38,2023-02-07,Hangzhou,None
u100554,F,38,2023-03-07,Shenzhen,Silver
u100555,M,30,2024-04-19,Guangzhou,Silver
u100556,M,29,2024-05-08,Shenzhen,None
u100557,M,43,2024-04-11,Hangzhou,None
u100558,F,39,2023-03-05,Guangzhou,None
u100559,F,32,2024-10-26,Beijing,Silver
u100560,F,18,2023-06-29,Hangzhou,Platinum
u100561,M,34,2024-11-08,Shanghai,None
u100562,M,37,2023-04-09,Xi'an,Platinum
u100563,M,18,2024-06-20,Hangzhou,None
u100564,M,34,2023-10-31,Beijing,None
u100565,F,28,2023-03-14,Shenzhen,Platinum
u100566,M,30,2024-06-30,Chengdu,None
u100567,M,24,2023-05-23,Wuhan,Gold
u100568,F,30,2023-08-02,Guangzhou,None
u100569,M,43,2024-12-17,Xi'an,Silver
u100570,F,28,2023-11-01,Xi'an,None
u100571,F,39,2024-02-18,Chongqing,None
u100572,M,25,2024-12-29,Chengdu,Silver
u100573,F,38,2023-12-11,Shenzhen,Silver
u100574,F,32,2024-08-20,Nanjing,Silver
u100575,F,34,2024-05-08,Xi'an,None
u100576,M,32,2024-11-11,Hangzhou,Silver
u100577,F,37,2023-05-05,Nanjing,Gold
